VENUE_ID;VENUE_STATUS;INTEGRATION_SOURCE;SMARTSPOT_ENABLED;ADDITIONAL_PHOTOS;REVIEWS;REV_30_DAYS;VENUE_LIFECYCLE
1833;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$2 ;ESTABLISHED
1834;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$12 ;ESTABLISHED
1835;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$386 ;ESTABLISHED
1836;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$81 ;ESTABLISHED
1837;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$549 ;EARLY
1838;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$1.339 ;ESTABLISHED
1839;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$85 ;ESTABLISHED
1840;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$471 ;ESTABLISHED
1841;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$5.887 ;ESTABLISHED
1842;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$49 ;ESTABLISHED
1843;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$49 ;ESTABLISHED
1844;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$66 ;ESTABLISHED
1845;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$50 ;ESTABLISHED
1846;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$88 ;ESTABLISHED
1847;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$481 ;ESTABLISHED
1848;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$50 ;ESTABLISHED
1849;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$65 ;ESTABLISHED
1850;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$51 ;ESTABLISHED
1851;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$5.401 ;ESTABLISHED
1852;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$626 ;ESTABLISHED
1853;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$7.617 ;ESTABLISHED
1854;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$8 ;ESTABLISHED
1855;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$797 ;ESTABLISHED
1856;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$955 ;ESTABLISHED
1857;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$81 ;ESTABLISHED
1858;CHURNED;MANUAL;FALSE;FALSE;FALSE;R$34 ;ESTABLISHED
1859;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$56 ;ESTABLISHED
1860;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$38 ;ESTABLISHED
1861;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$53 ;ESTABLISHED
1862;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$87 ;ESTABLISHED
1863;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$93 ;ESTABLISHED
1864;CHURNED;MANUAL;FALSE;TRUE;FALSE;R$37 ;ESTABLISHED
1865;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$85 ;ESTABLISHED
1866;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$4.100 ;ESTABLISHED
1867;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$29 ;ESTABLISHED
1868;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$2.289 ;ESTABLISHED
1869;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$38 ;ESTABLISHED
1870;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$715 ;ESTABLISHED
1871;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$17 ;ESTABLISHED
1872;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$320 ;ESTABLISHED
1873;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$640 ;ESTABLISHED
1874;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$83 ;ESTABLISHED
1875;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$7 ;ESTABLISHED
1876;ACTIVE;INTEGRATED;TRUE;TRUE;FALSE;R$1.953 ;ESTABLISHED
1877;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$186 ;ESTABLISHED
1878;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$3.494 ;ESTABLISHED
1879;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$396 ;ESTABLISHED
1880;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$94 ;ESTABLISHED
1881;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$95 ;ESTABLISHED
1882;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$32 ;ESTABLISHED
1883;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$511 ;ESTABLISHED
1884;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$14 ;ESTABLISHED
1885;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$82 ;ESTABLISHED
1886;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$10 ;ESTABLISHED
1887;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$610 ;ESTABLISHED
1888;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$8.878 ;ESTABLISHED
1889;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$35 ;ESTABLISHED
1890;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$98 ;ESTABLISHED
1891;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$8.609 ;ESTABLISHED
1892;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$20 ;ESTABLISHED
1893;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$7 ;ESTABLISHED
1894;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$38 ;EARLY
1895;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$1.103 ;ESTABLISHED
1896;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$16 ;EARLY
1897;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$9.964 ;ESTABLISHED
1898;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$61 ;ESTABLISHED
1899;CHURNED;INTEGRATED;FALSE;TRUE;TRUE;R$997 ;ESTABLISHED
1900;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$163 ;ESTABLISHED
1901;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$269 ;ESTABLISHED
1902;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$100 ;ESTABLISHED
1903;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$61 ;ESTABLISHED
1904;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$68 ;ESTABLISHED
1905;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$7 ;ESTABLISHED
1906;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$17 ;ESTABLISHED
1907;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$192 ;ESTABLISHED
1908;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$86 ;EARLY
1909;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$65 ;ESTABLISHED
1910;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$5.854 ;ESTABLISHED
1911;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$75 ;ESTABLISHED
1912;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$732 ;ESTABLISHED
1913;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$11 ;ESTABLISHED
1914;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$86 ;EARLY
1915;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$72 ;ESTABLISHED
1916;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$31 ;ESTABLISHED
1917;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$578 ;ESTABLISHED
1918;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$169 ;ESTABLISHED
1919;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$58 ;EARLY
1920;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$2.243 ;ESTABLISHED
1921;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$7.463 ;ESTABLISHED
1922;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$64 ;ESTABLISHED
1923;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$68 ;ESTABLISHED
1924;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$13 ;ESTABLISHED
1925;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$5.514 ;ESTABLISHED
1926;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$40 ;ESTABLISHED
1927;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$19 ;ESTABLISHED
1928;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$4.769 ;ESTABLISHED
1929;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$321 ;ESTABLISHED
1930;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$60 ;ESTABLISHED
1931;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$83 ;ESTABLISHED
1932;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$7.598 ;ESTABLISHED
1933;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$75 ;ESTABLISHED
1934;ACTIVE;INTEGRATED;TRUE;TRUE;FALSE;R$2.677 ;ESTABLISHED
1935;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$5.406 ;ESTABLISHED
1936;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$71 ;ESTABLISHED
1937;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$37 ;ESTABLISHED
1938;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$988 ;ESTABLISHED
1939;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$895 ;ESTABLISHED
1940;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$755 ;ESTABLISHED
1941;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$89 ;ESTABLISHED
1942;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$42 ;ESTABLISHED
1943;ACTIVE;INTEGRATED;TRUE;TRUE;FALSE;R$54 ;ESTABLISHED
1944;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$191 ;ESTABLISHED
1945;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$14 ;ESTABLISHED
1946;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$1.414 ;ESTABLISHED
1947;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$67 ;ESTABLISHED
1948;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$5.726 ;ESTABLISHED
1949;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$88 ;EARLY
1950;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$97 ;ESTABLISHED
1951;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$3.233 ;ESTABLISHED
1952;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$4.588 ;ESTABLISHED
1953;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$4.963 ;ESTABLISHED
1954;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$87 ;ESTABLISHED
1955;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$58 ;ESTABLISHED
1956;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$362 ;ESTABLISHED
1957;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$59 ;ESTABLISHED
1958;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$5 ;ESTABLISHED
1959;CHURNED;INTEGRATED;FALSE;FALSE;FALSE;R$910 ;ESTABLISHED
1960;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$4.721 ;ESTABLISHED
1961;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$42 ;ESTABLISHED
1962;CHURNED;MANUAL;FALSE;FALSE;FALSE;R$74 ;ESTABLISHED
1963;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$1.069 ;ESTABLISHED
1964;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$37 ;ESTABLISHED
1965;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$3.583 ;ESTABLISHED
1966;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$15 ;EARLY
1967;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$9.055 ;ESTABLISHED
1968;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$68 ;ESTABLISHED
1969;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$3.125 ;ESTABLISHED
1970;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$74 ;ESTABLISHED
1971;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$41 ;ESTABLISHED
1972;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$58 ;EARLY
1973;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$249 ;EARLY
1974;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$61 ;ESTABLISHED
1975;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$922 ;ESTABLISHED
1976;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$7.834 ;ESTABLISHED
1977;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$92 ;ESTABLISHED
1978;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$89 ;ESTABLISHED
1979;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$49 ;ESTABLISHED
1980;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$735 ;EARLY
1981;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$221 ;ESTABLISHED
1982;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$46 ;ESTABLISHED
1983;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$94 ;ESTABLISHED
1984;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$3.570 ;ESTABLISHED
1985;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$78 ;ESTABLISHED
1986;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$13 ;ESTABLISHED
1987;ACTIVE;INTEGRATED;TRUE;TRUE;FALSE;R$4.996 ;ESTABLISHED
1988;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$9 ;ESTABLISHED
1989;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$94 ;ESTABLISHED
1990;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$95 ;ESTABLISHED
1991;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$56 ;ESTABLISHED
1992;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$392 ;ESTABLISHED
1993;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$4.108 ;ESTABLISHED
1994;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$18 ;ESTABLISHED
1995;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$42 ;EARLY
1996;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$11 ;ESTABLISHED
1997;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$22 ;ESTABLISHED
1998;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$43 ;ESTABLISHED
1999;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$83 ;EARLY
2000;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$693 ;ESTABLISHED
2001;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$39 ;ESTABLISHED
2002;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$8.940 ;ESTABLISHED
2003;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$87 ;ESTABLISHED
2004;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$47 ;ESTABLISHED
2005;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$20 ;ESTABLISHED
2006;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$95 ;EARLY
2007;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$83 ;ESTABLISHED
2008;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$82 ;ESTABLISHED
2009;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$56 ;ESTABLISHED
2010;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$97 ;ESTABLISHED
2011;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$522 ;ESTABLISHED
2012;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$67 ;ESTABLISHED
2013;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$77 ;ESTABLISHED
2014;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$42 ;ESTABLISHED
2015;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$685 ;ESTABLISHED
2016;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$6.475 ;ESTABLISHED
2017;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$57 ;ESTABLISHED
2018;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$41 ;ESTABLISHED
2019;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$1.930 ;ESTABLISHED
2020;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$6 ;ESTABLISHED
2021;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$54 ;ESTABLISHED
2022;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$27 ;ESTABLISHED
2023;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$63 ;ESTABLISHED
2024;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$493 ;ESTABLISHED
2025;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$8.277 ;ESTABLISHED
2026;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$34 ;ESTABLISHED
2027;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$5.957 ;ESTABLISHED
2028;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$4.824 ;ESTABLISHED
2029;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$282 ;ESTABLISHED
2030;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$409 ;ESTABLISHED
2031;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$77 ;ESTABLISHED
2032;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$87 ;ESTABLISHED
2033;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$25 ;EARLY
2034;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$920 ;ESTABLISHED
2035;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$98 ;ESTABLISHED
2036;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$13 ;ESTABLISHED
2037;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$55 ;ESTABLISHED
2038;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$32 ;ESTABLISHED
2039;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$577 ;ESTABLISHED
2040;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$85 ;ESTABLISHED
2041;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$725 ;ESTABLISHED
2042;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$588 ;ESTABLISHED
2043;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$46 ;ESTABLISHED
2044;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$49 ;ESTABLISHED
2045;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$2.579 ;ESTABLISHED
2046;CHURNED;INTEGRATED;TRUE;FALSE;FALSE;R$83 ;EARLY
2047;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$381 ;ESTABLISHED
2048;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$7.731 ;ESTABLISHED
2049;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$38 ;ESTABLISHED
2050;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$7.102 ;ESTABLISHED
2051;ACTIVE;MANUAL;FALSE;TRUE;FALSE;R$18 ;ESTABLISHED
2052;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$61 ;ESTABLISHED
2053;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$2.371 ;ESTABLISHED
2054;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$99 ;ESTABLISHED
2055;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$809 ;ESTABLISHED
2056;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$5.683 ;ESTABLISHED
2057;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$671 ;ESTABLISHED
2058;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$9.922 ;ESTABLISHED
2059;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$1.918 ;EARLY
2060;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$84 ;ESTABLISHED
2061;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$9.115 ;ESTABLISHED
2062;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$3.616 ;ESTABLISHED
2063;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$383 ;ESTABLISHED
2064;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$52 ;ESTABLISHED
2065;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$11 ;ESTABLISHED
2066;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$3 ;ESTABLISHED
2067;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$19 ;ESTABLISHED
2068;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$13 ;ESTABLISHED
2069;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$13 ;ESTABLISHED
2070;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$6 ;ESTABLISHED
2071;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$122 ;ESTABLISHED
2072;CHURNED;INTEGRATED;FALSE;TRUE;FALSE;R$80 ;ESTABLISHED
2073;CHURNED;MANUAL;FALSE;TRUE;FALSE;R$9 ;ESTABLISHED
2074;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$6.466 ;ESTABLISHED
2075;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$873 ;ESTABLISHED
2076;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$2 ;EARLY
2077;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$93 ;ESTABLISHED
2078;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$100 ;ESTABLISHED
2079;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$189 ;EARLY
2080;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$4 ;ESTABLISHED
2081;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$495 ;ESTABLISHED
2082;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$673 ;ESTABLISHED
2083;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$579 ;ESTABLISHED
2084;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$495 ;ESTABLISHED
2085;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$42 ;ESTABLISHED
2086;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$888 ;ESTABLISHED
2087;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$63 ;ESTABLISHED
2088;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$67 ;ESTABLISHED
2089;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$44 ;ESTABLISHED
2090;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$947 ;ESTABLISHED
2091;CHURNED;MANUAL;FALSE;FALSE;FALSE;R$44 ;ESTABLISHED
2092;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$87 ;ESTABLISHED
2093;ACTIVE;INTEGRATED;FALSE;TRUE;TRUE;R$278 ;ESTABLISHED
2094;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$71 ;ESTABLISHED
2095;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$5.840 ;ESTABLISHED
2096;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$2.388 ;ESTABLISHED
2097;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$17 ;ESTABLISHED
2098;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$362 ;ESTABLISHED
2099;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$3.193 ;ESTABLISHED
2100;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$6.537 ;ESTABLISHED
2101;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$90 ;ESTABLISHED
2102;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$119 ;ESTABLISHED
2103;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$8.784 ;ESTABLISHED
2104;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$6.388 ;ESTABLISHED
2105;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$47 ;ESTABLISHED
2106;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$79 ;EARLY
2107;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$38 ;ESTABLISHED
2108;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$9.398 ;ESTABLISHED
2109;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$25 ;ESTABLISHED
2110;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$57 ;ESTABLISHED
2111;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$26 ;ESTABLISHED
2112;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$345 ;ESTABLISHED
2113;ACTIVE;INTEGRATED;TRUE;FALSE;FALSE;R$68 ;ESTABLISHED
2114;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$388 ;ESTABLISHED
2115;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$67 ;ESTABLISHED
2116;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$58 ;ESTABLISHED
2117;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$36 ;ESTABLISHED
2118;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$488 ;ESTABLISHED
2119;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$5.927 ;ESTABLISHED
2120;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$81 ;ESTABLISHED
2121;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$598 ;ESTABLISHED
2122;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$9.987 ;ESTABLISHED
2123;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$39 ;ESTABLISHED
2124;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$47 ;EARLY
2125;ACTIVE;MANUAL;FALSE;TRUE;TRUE;R$897 ;ESTABLISHED
2126;ACTIVE;MANUAL;FALSE;FALSE;FALSE;R$96 ;ESTABLISHED
2127;ACTIVE;INTEGRATED;TRUE;TRUE;TRUE;R$1.834 ;ESTABLISHED
